0.1822,6878.9915,25572515.2211,6878.9915,0.5092,240.0427,237.0394,3.0033,3.4046,0.0008,2.4360,-0.5576,0.9281,0.8396,1
0.2203,5878.5598,22568826.1865,5878.5598,0.5849,231.4915,228.7032,2.7883,3.1189,0.0011,2.0432,-0.5008,0.8836,0.8341,1
0.2007,6121.4786,24393974.5407,6121.4786,0.5372,235.5043,232.5775,2.9268,3.2667,0.0010,2.2232,-0.5351,0.9156,0.8637,1
0.2162,6032.7607,22787130.1473,6032.7607,0.5525,232.2137,229.4315,2.7822,3.1632,0.0010,2.1284,-0.5510,0.9115,0.8551,1
0.2164,6033.2350,23961521.4234,6033.2350,0.5886,237.3547,234.5591,2.7956,3.1336,0.0012,1.9732,-0.5296,0.9019,0.8340,1
0.2162,5282.2650,25215759.5606,5282.2650,0.5626,238.6581,235.8385,2.8196,3.1714,0.0010,2.1796,-0.5839,0.9276,0.8769,1
0.2086,7449.4402,22608850.5074,7449.4402,0.5464,234.7564,231.9172,2.8392,3.1835,0.0010,2.1968,-0.5205,0.8991,0.8485,1
0.2086,6906.9145,22950686.1012,6906.9145,0.5803,233.5299,230.7016,2.8283,3.1925,0.0011,2.0647,-0.5353,0.9031,0.8430,1
0.2198,5930.1282,21748412.8838,5930.1282,0.5472,226.1538,223.3071,2.8467,3.1826,0.0010,2.1590,-0.5825,0.9279,0.8765,1
0.2202,5650.2778,20419765.1863,5650.2778,0.5567,220.9530,218.1608,2.7922,3.1367,0.0010,2.2200,-0.5586,0.9126,0.8594,1
0.2281,5635.3761,22185587.3104,5635.3761,0.5706,230.1111,227.3733,2.7378,3.0961,0.0011,2.1328,-0.5571,0.9102,0.8668,1
0.1786,5286.7863,28702053.6666,5286.7863,0.5221,245.8632,242.7719,3.0913,3.4255,0.0009,2.3438,-0.5757,0.9398,0.8773,1
0.2006,6650.1368,24007104.4390,6650.1368,0.5324,237.0085,234.1019,2.9066,3.2845,0.0010,2.2730,-0.5562,0.9204,0.8438,1
0.1967,5927.5556,25690285.3029,5927.5556,0.5331,238.6667,235.6518,3.0149,3.3264,0.0010,2.3088,-0.5835,0.9364,0.9128,1
0.2006,5589.9487,24938771.8229,5589.9487,0.5440,233.5641,230.6032,2.9609,3.2823,0.0010,2.1952,-0.5733,0.9352,0.9335,1
0.1856,7531.8034,24837889.4514,7531.8034,0.5126,240.7692,237.7422,3.0270,3.4080,0.0009,2.3709,-0.5322,0.9185,0.8260,1
0.1931,6437.7265,26003753.8681,6437.7265,0.5410,240.9658,237.9862,2.9796,3.3319,0.0010,2.2469,-0.5624,0.9274,0.8640,1
0.2198,5277.4103,22853191.9799,5277.4103,0.5482,228.6581,225.8191,2.8390,3.1885,0.0010,2.2409,-0.5961,0.9365,0.8560,1
0.1682,6510.4359,28786635.3487,6510.4359,0.5211,247.5641,244.4461,3.1180,3.4821,0.0009,2.3582,-0.5770,0.9406,0.9015,1
0.2007,5694.3504,26393377.8359,5694.3504,0.5582,243.4615,240.5100,2.9516,3.2778,0.0010,2.1991,-0.5764,0.9305,0.8773,1
0.1649,7480.4145,27723117.2187,7480.4145,0.5149,245.5342,242.3993,3.1349,3.4910,0.0009,2.2595,-0.5449,0.9278,0.8825,1
0.1823,6709.4957,26950832.1283,6709.4957,0.5134,244.5983,241.5590,3.0393,3.3823,0.0009,2.3517,-0.5432,0.9251,0.8583,1
0.2125,5978.6410,23770999.7422,5978.6410,0.5454,234.4274,231.5734,2.8539,3.1615,0.0010,2.1155,-0.5809,0.9248,1.0000,1
0.1934,7563.0726,24081258.3470,7563.0726,0.5286,239.2521,236.3177,2.9344,3.2882,0.0009,2.2741,-0.5352,0.9112,1.0000,1
0.1971,6882.7393,21570418.3709,6882.7393,0.5375,226.7393,223.7983,2.9410,3.2797,0.0010,2.2944,-0.5626,0.9247,0.8680,1
0.1895,6674.2949,24797889.5424,6674.2949,0.5200,237.3632,234.3600,3.0032,3.3463,0.0009,2.3648,-0.5600,0.9282,0.8519,1
0.1972,7724.4444,21798199.0342,7724.4444,0.5344,230.5641,227.6581,2.9060,3.2715,0.0010,2.2792,-0.5547,0.9188,0.8808,1
0.1858,6776.4530,25505182.1106,6776.4530,0.5089,239.8034,236.7458,3.0576,3.3821,0.0009,2.3620,-0.5906,0.9413,0.9022,1
0.1970,6653.2308,23934543.5632,6653.2308,0.5388,235.6667,232.6918,2.9749,3.2886,0.0010,2.2659,-0.5968,0.9398,0.9018,1
0.1932,5121.7607,27391741.3376,5121.7607,0.5175,241.7863,238.8218,2.9645,3.3338,0.0009,2.2867,-0.5964,0.9425,0.9040,1
0.2124,6314.5342,22774743.8462,6314.5342,0.5610,231.6795,228.8084,2.8710,3.1909,0.0010,2.1997,-0.5925,0.9346,0.8586,1
0.1971,6278.4316,26179671.7513,6278.4316,0.5206,244.1325,241.2222,2.9103,3.2760,0.0009,2.2852,-0.5585,0.9251,0.8401,1
0.1970,5842.6496,26435146.6730,5842.6496,0.5591,242.7778,239.8103,2.9675,3.2901,0.0011,2.1462,-0.5581,0.9241,0.8664,1
0.2082,6267.0983,23776517.8929,6267.0983,0.5556,235.4915,232.5272,2.9642,3.2495,0.0011,2.2466,-0.5674,0.9264,0.8765,1
0.2280,5339.1453,22405561.6585,5339.1453,0.5702,228.8974,226.1180,2.7795,3.1043,0.0011,2.1344,-0.5779,0.9206,0.8967,1
0.2161,6450.8718,21611731.7727,6450.8718,0.5559,226.5983,223.7363,2.8620,3.1736,0.0011,2.1679,-0.5568,0.9147,0.8543,1
0.2005,6085.8974,24381599.4170,6085.8974,0.5308,233.8291,230.8753,2.9538,3.2941,0.0009,2.2393,-0.5993,0.9446,0.8867,1
0.1931,6589.9402,24345701.4296,6589.9402,0.5315,234.9060,231.8511,3.0548,3.3282,0.0009,2.3077,-0.5820,0.9402,0.8806,1
0.2002,5555.1752,22814813.6941,5555.1752,0.5248,225.7735,222.6898,3.0838,3.3378,0.0009,2.3561,-0.6263,0.9534,0.9236,1
0.2006,5459.4145,24868034.4797,5459.4145,0.5341,234.3718,231.4219,2.9499,3.2860,0.0010,2.2444,-0.6105,0.9468,0.8938,1
0.1860,6422.1026,27220964.2581,6422.1026,0.5329,245.8889,242.9289,2.9599,3.3539,0.0009,2.3208,-0.5435,0.9193,0.8667,1
0.1933,6473.4701,25649942.0253,6473.4701,0.5458,241.3846,238.4079,2.9768,3.3127,0.0010,2.1936,-0.5538,0.9218,1.0000,1
0.1967,6699.0855,24551880.0713,6699.0855,0.5148,237.2222,234.2988,2.9234,3.3301,0.0009,2.3568,-0.5765,0.9326,0.8759,1
0.2042,5463.1923,23464194.1682,5463.1923,0.5451,229.2949,226.2887,3.0062,3.3018,0.0010,2.2511,-0.5970,0.9437,0.8974,1
0.2044,5841.0427,24891313.6362,5841.0427,0.5447,238.6923,235.8238,2.8685,3.2581,0.0011,2.1424,-0.5512,0.9167,0.8556,1
0.1858,6411.8162,24999718.0030,6411.8162,0.5350,235.0556,232.0202,3.0354,3.3740,0.0009,2.3525,-0.5774,0.9373,0.8598,1
0.2237,5634.7692,22228913.9158,5634.7692,0.5445,227.9060,225.0418,2.8642,3.1724,0.0010,2.2003,-0.6026,0.9381,0.7226,1
0.1934,7487.9103,23395461.5198,7487.9103,0.5099,235.7906,232.8641,2.9265,3.2941,0.0009,2.3009,-0.5634,0.9274,0.8741,1
0.1821,7022.9231,23886386.7662,7022.9231,0.5006,233.1111,230.0326,3.0785,3.4046,0.0009,2.3932,-0.5622,0.9302,0.8854,1
0.2123,5806.1496,24523784.3432,5806.1496,0.5375,237.1667,234.3436,2.8230,3.1897,0.0010,2.1989,-0.5479,0.9148,0.8454,1
0.1790,6238.2265,29113685.4566,6238.2265,0.4972,248.5769,245.5598,3.0171,3.3803,0.0008,2.3215,-0.5961,0.9440,0.8509,2
0.2049,4800.8718,27453100.7007,4800.8718,0.5671,244.7692,241.9245,2.8448,3.1967,0.0011,2.0523,-0.5721,0.9317,0.9034,2
0.1903,6576.6368,25589409.7457,6576.6368,0.5541,240.9359,238.0259,2.9100,3.2358,0.0010,2.1398,-0.5042,0.8872,0.7913,2
0.1860,6094.8333,27727328.2594,6094.8333,0.5317,248.0726,245.0588,3.0139,3.3443,0.0010,2.2473,-0.5577,0.9286,0.8464,2
0.1936,5665.1795,28248795.3234,5665.1795,0.5520,248.1026,245.2152,2.8874,3.2763,0.0010,2.1639,-0.5494,0.9231,0.8511,2
0.1977,5113.2137,27521701.9123,5113.2137,0.5420,244.5556,241.6813,2.8742,3.2083,0.0009,2.1708,-0.5930,0.9358,0.8864,2
0.1717,6577.4017,29803451.1557,6577.4017,0.4896,253.9658,250.8607,3.1051,3.4516,0.0008,2.3903,-0.5645,0.9350,0.8574,2
0.1756,6725.2991,29592780.7675,6725.2991,0.5387,251.8974,248.8913,3.0061,3.3864,0.0009,2.2185,-0.5413,0.9194,0.8541,2
0.1860,5451.4829,28828357.1379,5451.4829,0.5425,245.8675,242.8581,3.0094,3.3443,0.0010,2.1741,-0.5931,0.9437,0.8674,2
