0.2330,2924.1314,23853139.2217,2924.1314,0.6367,227.4668,224.5086,2.9582,3.5715,0.0013,1.9267,-0.4703,0.8888,0.8894,1
0.2535,2607.4068,23202273.1584,2607.4068,0.6559,226.7635,223.9488,2.8147,3.3730,0.0014,1.8036,-0.4832,0.8853,0.9159,1
0.2408,2786.1139,24329968.9186,2786.1139,0.6329,229.8198,226.9103,2.9095,3.5192,0.0013,1.8556,-0.4741,0.8894,0.9106,1
0.2571,2392.8686,21872991.3547,2392.8686,0.6407,220.1101,217.2862,2.8239,3.3863,0.0013,1.7917,-0.4896,0.8893,0.9171,1
0.2501,2537.7766,23817918.8924,2537.7766,0.6376,228.6176,225.7869,2.8308,3.4262,0.0013,1.8274,-0.4693,0.8808,0.8954,1
0.2567,2179.8148,23658624.7314,2179.8148,0.6620,227.8786,225.0853,2.7933,3.3351,0.0014,1.7319,-0.4988,0.8915,0.9345,1
0.2623,2750.1477,22070455.5685,2750.1477,0.6596,223.9262,221.1578,2.7684,3.3170,0.0014,1.7661,-0.4679,0.8709,0.8996,1
0.2586,2930.1026,22541806.3294,2930.1026,0.6557,225.6708,222.9229,2.7479,3.2902,0.0014,1.7318,-0.4780,0.8734,0.9081,1
0.2573,2464.6076,22027549.3796,2464.6076,0.6208,220.6902,217.7682,2.9220,3.5355,0.0013,1.9342,-0.4901,0.8996,0.9166,1
0.2518,2503.7159,21875262.1566,2503.7159,0.6348,219.3592,216.4750,2.8842,3.4949,0.0013,1.8930,-0.4840,0.8932,0.9039,1
0.2545,2554.0119,23113300.4046,2554.0119,0.6304,226.6277,223.7764,2.8513,3.4470,0.0013,1.8975,-0.4749,0.8832,0.9110,1
0.2411,2267.6840,23877538.7740,2267.6840,0.6205,226.1408,223.1414,2.9994,3.6304,0.0013,1.9219,-0.4930,0.9084,0.9185,1
0.2531,2342.3579,21275761.9817,2342.3579,0.6226,216.7772,213.9060,2.8712,3.4769,0.0013,1.8855,-0.4771,0.8868,0.9149,1
0.2456,2508.0626,23383477.8667,2508.0626,0.6248,225.5620,222.6091,2.9529,3.5339,0.0013,1.9524,-0.4965,0.9034,0.9289,1
0.2456,2213.4606,24179847.5602,2213.4606,0.6335,228.3467,225.4137,2.9330,3.5410,0.0013,1.8553,-0.4927,0.9037,0.9112,1
0.2455,2708.8554,22716405.4458,2708.8554,0.6144,223.1020,220.1653,2.9367,3.5715,0.0012,1.9554,-0.4649,0.8853,0.9022,1
0.2463,2571.0526,23560609.8109,2571.0526,0.6336,226.6946,223.7612,2.9334,3.5120,0.0013,1.8495,-0.4968,0.9029,0.9132,1
0.2522,2444.6314,22842019.6564,2444.6314,0.6225,223.9681,221.0163,2.9518,3.5648,0.0013,1.9296,-0.4890,0.9019,0.9095,1
0.2293,2837.3154,25138726.4772,2837.3154,0.6213,231.8411,228.7966,3.0444,3.6330,0.0012,1.8999,-0.4907,0.9058,1.0000,1
0.2475,2508.3411,23720220.0276,2508.3411,0.6370,227.4186,224.5168,2.9019,3.4953,0.0013,1.8120,-0.4834,0.8930,0.9241,1
0.2377,2382.9118,25318971.4408,2382.9118,0.6212,232.9593,230.0002,2.9591,3.5557,0.0013,1.8790,-0.4971,0.9053,0.9311,1
0.2397,2594.3711,25208991.8945,2594.3711,0.6324,233.3448,230.3982,2.9467,3.5068,0.0013,1.8652,-0.4953,0.9027,0.9097,1
0.2568,2416.9011,22936088.6228,2416.9011,0.6342,225.3129,222.4503,2.8626,3.4560,0.0013,1.8227,-0.4938,0.8963,0.9219,1
0.2398,2438.1815,22595508.0444,2438.1815,0.6379,221.9149,219.0360,2.8789,3.4748,0.0013,1.8271,-0.4874,0.8936,0.9072,1
0.2408,2732.9174,23584660.7848,2732.9174,0.6237,227.1139,224.1401,2.9738,3.5417,0.0013,1.9336,-0.4940,0.9025,0.9206,1
0.2523,2624.9631,21851617.9162,2624.9631,0.6147,220.1696,217.2786,2.8910,3.5309,0.0012,1.9287,-0.4656,0.8840,0.9093,1
0.2323,2856.9224,24940390.1143,2856.9224,0.6030,231.7484,228.7229,3.0256,3.6121,0.0012,1.9968,-0.4983,0.9090,0.9281,1
0.2450,2823.0638,23370425.4450,2823.0638,0.6233,225.6033,222.6263,2.9769,3.5337,0.0013,1.8945,-0.5044,0.9078,0.9286,1
0.2345,2755.5876,24442735.1552,2755.5876,0.6099,229.5976,226.5238,3.0738,3.6704,0.0012,2.0033,-0.4945,0.9105,0.9219,1
0.2419,2624.5382,24189858.2970,2624.5382,0.6154,229.0901,226.1534,2.9367,3.5557,0.0012,1.9864,-0.4767,0.8922,0.9186,1
0.2425,2827.4249,22471055.5339,2827.4249,0.6342,221.2159,218.1952,3.0207,3.5839,0.0013,1.8937,-0.5025,0.9099,0.9051,1
0.2343,2722.8392,25283254.9351,2722.8392,0.6308,234.1083,231.1543,2.9540,3.5279,0.0013,1.8512,-0.4845,0.8965,0.9129,1
0.2317,2404.2622,26350782.4951,2404.2622,0.6230,235.2947,232.3059,2.9889,3.6077,0.0013,1.9210,-0.4916,0.9051,0.9202,1
0.2579,2310.7096,22048692.9188,2310.7096,0.6334,220.2178,217.2914,2.9263,3.5113,0.0013,1.8746,-0.4997,0.9052,0.9300,1
0.2627,2056.4068,20619054.3244,2056.4068,0.6378,214.1352,211.3720,2.7632,3.3726,0.0013,1.8228,-0.4809,0.8831,0.9213,1
0.2568,2203.3680,22537128.5806,2203.3680,0.6238,222.4518,219.5456,2.9062,3.4812,0.0013,1.8850,-0.5018,0.9036,0.9271,1
0.2500,2655.3579,22912584.5084,2655.3579,0.6430,224.0163,221.0706,2.9457,3.4988,0.0013,1.8111,-0.5129,0.9117,0.9287,1
0.2462,2413.5113,21474213.9658,2413.5113,0.6291,216.0332,213.0948,2.9384,3.5493,0.0013,1.8885,-0.4947,0.9045,0.9053,1
0.2527,2349.6295,21479421.2953,2349.6295,0.6126,216.6821,213.6412,3.0409,3.6431,0.0012,1.9558,-0.5147,0.9199,0.9198,1
0.2492,2381.4337,23244885.5288,2381.4337,0.6121,225.4237,222.4699,2.9537,3.5473,0.0012,1.9209,-0.4925,0.9031,0.9218,1
0.2335,2578.2616,25170471.6671,2578.2616,0.5986,232.5907,229.6693,2.9215,3.5872,0.0012,1.9820,-0.4590,0.8831,0.9247,1
0.2440,2605.6514,23725202.8072,2605.6514,0.6325,227.2034,224.3003,2.9031,3.4987,0.0013,1.8504,-0.4942,0.8998,0.9270,1
0.2400,2749.3191,23164782.9287,2749.3191,0.6231,224.8110,221.8249,2.9861,3.5963,0.0013,1.9581,-0.4928,0.9048,0.9114,1
0.2562,2406.8229,21999704.5317,2406.8229,0.6385,220.8955,217.9705,2.9250,3.4934,0.0013,1.8903,-0.4974,0.9024,0.9107,1
0.2524,2439.4205,21963817.0777,2439.4205,0.6259,219.3567,216.4706,2.8861,3.5054,0.0013,1.8824,-0.4800,0.8909,0.9098,1
0.2347,2799.9806,23790763.0995,2799.9806,0.6235,226.5375,223.5276,3.0100,3.6084,0.0013,1.9582,-0.4874,0.9032,0.8892,1
0.2498,2585.4662,22829768.6952,2585.4662,0.6162,222.9693,219.9907,2.9787,3.5680,0.0013,1.9107,-0.5015,0.9085,0.9182,1
0.2467,2705.9631,23152326.4702,2705.9631,0.6181,224.2171,221.2535,2.9636,3.5717,0.0013,1.9009,-0.4869,0.9009,0.9133,1
0.2449,2484.8511,23113233.8649,2484.8511,0.6249,224.5745,221.6350,2.9394,3.5568,0.0013,1.8908,-0.4913,0.9014,0.9225,1
0.2510,2493.1227,24169609.1969,2493.1227,0.6456,230.0576,227.2312,2.8264,3.3858,0.0013,1.7561,-0.4895,0.8897,0.9230,1
0.2329,2171.4731,26621962.6904,2171.4731,0.6243,236.3392,233.3687,2.9705,3.6003,0.0013,1.8879,-0.4915,0.9052,0.9214,2
0.2413,1870.9975,26292351.1876,1870.9975,0.6482,236.7572,233.8807,2.8765,3.4300,0.0013,1.7595,-0.5104,0.9101,0.9301,2
0.2281,2635.5013,26582533.0839,2635.5013,0.6349,238.3924,235.4785,2.9138,3.4761,0.0013,1.8775,-0.4827,0.8909,0.9076,2
0.2336,2336.4093,26397975.8318,2336.4093,0.6236,236.4881,233.5206,2.9675,3.5779,0.0013,1.8788,-0.4883,0.9012,0.9069,2
0.2227,2674.3354,27925061.2144,2674.3354,0.6371,242.4556,239.5052,2.9504,3.5313,0.0013,1.8070,-0.4833,0.8960,0.9136,2
0.2124,2631.3392,29198600.4644,2631.3392,0.6026,244.3667,241.2987,3.0680,3.7130,0.0012,1.9612,-0.4768,0.9028,0.9191,2
0.2187,2675.8191,27997403.3734,2675.8191,0.6082,240.7303,237.6558,3.0745,3.6877,0.0012,1.9446,-0.4953,0.9122,0.9129,2
0.2215,2645.9906,28165800.0609,2645.9906,0.6266,243.5901,240.6468,2.9433,3.5592,0.0012,1.8713,-0.4703,0.8889,0.9142,2
0.2112,2605.4168,29270022.3212,2605.4168,0.6162,244.4431,241.3417,3.1014,3.7635,0.0012,1.9176,-0.4794,0.9068,1.0000,2
0.2062,3003.4875,29284747.7479,3003.4875,0.6083,244.5513,241.4039,3.1474,3.7672,0.0012,1.9850,-0.4914,0.9155,0.9157,2
0.2343,2492.4775,26071640.5519,2492.4775,0.6339,235.9793,233.0303,2.9490,3.5134,0.0013,1.8617,-0.4996,0.9056,0.9184,2
0.2247,2752.2741,26549259.5250,2752.2741,0.6221,235.7985,232.7196,3.0789,3.6618,0.0013,1.9191,-0.4991,0.9127,1.0000,2
0.2325,2270.8936,27248505.0668,2270.8936,0.6315,240.1202,237.2097,2.9104,3.5252,0.0013,1.8296,-0.4774,0.8921,0.9225,2
0.2237,2862.6809,27058844.8025,2862.6809,0.6235,238.8010,235.7758,3.0252,3.6049,0.0013,1.9467,-0.4883,0.9042,0.9273,2
0.2514,1880.7854,24646006.7719,1880.7854,0.6371,230.4975,227.6570,2.8405,3.4338,0.0013,1.8127,-0.4998,0.9032,0.9290,2
0.2473,2094.8185,24232181.3239,2094.8185,0.6515,229.1039,226.3230,2.7808,3.4229,0.0014,1.7549,-0.4558,0.8716,0.9042,2
0.2265,2677.3054,27008203.9842,2677.3054,0.6223,238.2991,235.3419,2.9572,3.5769,0.0012,1.8888,-0.4811,0.8963,0.9219,2
0.2209,3083.8667,26938767.8784,3083.8667,0.6267,239.5526,236.5571,2.9955,3.5772,0.0012,1.8991,-0.4733,0.8922,0.8993,2
0.2237,2830.2872,27254559.6331,2830.2872,0.6305,239.8630,236.8838,2.9791,3.5749,0.0013,1.8474,-0.4891,0.9012,0.9173,2
0.2214,2245.3317,28767601.9301,2245.3317,0.6245,244.3692,241.4067,2.9625,3.5618,0.0013,1.8692,-0.4863,0.9006,0.9115,2
0.1976,2931.6289,28957873.2706,2931.6289,0.5804,241.5200,238.2982,3.2218,3.9028,0.0011,2.1408,-0.4642,0.9056,0.9078,2
0.2323,2696.3379,25832662.2017,2696.3379,0.6170,235.0313,232.0198,3.0115,3.6117,0.0012,1.8950,-0.4871,0.9027,0.9037,2
0.2149,2779.6220,28684777.0975,2779.6220,0.6086,244.2566,241.2270,3.0296,3.6622,0.0012,1.9503,-0.4701,0.8947,0.9075,2
0.2236,2557.5957,27757568.4303,2557.5957,0.6200,242.0651,239.2022,2.8629,3.4840,0.0012,1.8353,-0.4504,0.8716,0.8945,2
0.2164,2649.9243,28596469.7143,2649.9243,0.6132,244.5914,241.6375,2.9539,3.5785,0.0012,1.9299,-0.4662,0.8868,0.9220,2
0.2166,2916.9262,28176876.2167,2916.9262,0.6148,242.5957,239.5311,3.0646,3.6786,0.0012,1.9589,-0.4790,0.9029,0.8939,2
0.2277,2281.4368,27280396.5517,2281.4368,0.6342,238.2203,235.2138,3.0064,3.5912,0.0013,1.8102,-0.4969,0.9102,1.0000,2
0.2282,2098.8761,27653286.3892,2098.8761,0.6247,238.6884,235.6860,3.0024,3.5954,0.0013,1.8353,-0.5088,0.9151,0.9266,2
0.2166,2813.1571,28258818.1314,2813.1571,0.6132,242.2046,239.1619,3.0427,3.6701,0.0012,1.9425,-0.4731,0.8975,0.9143,2
0.2143,3113.5820,27868880.1454,3113.5820,0.6192,241.3317,238.2350,3.0967,3.6712,0.0012,1.9311,-0.4875,0.9062,0.9066,2
0.2242,2382.1521,27057490.0377,2382.1521,0.6232,237.8242,234.8688,2.9553,3.5893,0.0012,1.8691,-0.4715,0.8934,0.8820,2
0.2154,2660.3179,28578012.6928,2660.3179,0.6237,243.4243,240.3236,3.1007,3.6928,0.0012,1.8817,-0.4964,0.9127,0.9218,2
0.2340,2498.3041,25791152.2436,2498.3041,0.6408,235.5181,232.6151,2.9031,3.4806,0.0013,1.8297,-0.4787,0.8893,0.9068,2
