531;sec;1;
135;sec;2;
66.6;sec;3;
40.6;sec;4;
30.2;sec;5;
23.6;sec;6;
19.5;sec;7;
17.3;sec;8;
15.5;sec;9;
14.4;sec;10;
13.5;sec;11;
12.8;sec;12;
12.3;sec;13;
11.9;sec;14;
11.6;sec;15;
11.3;sec;16;
11.2;sec;17;
10.8;sec;18;
10.8;sec;19;
10.5;sec;20;
10.5;sec;21;
10.3;sec;22;
10.3;sec;23;
10.2;sec;24;
10.1;sec;25;
10;sec;26;
10;sec;27;
9.9;sec;28;
9.93;sec;29;
9.83;sec;30;
9.83;sec;31;
9.79;sec;32;
9.66;sec;33;
9.7;sec;34;
9.76;sec;35;
9.69;sec;36;
9.63;sec;37;
9.64;sec;38;
9.59;sec;39;
9.64;sec;40;
9.6;sec;41;
9.55;sec;42;
9.53;sec;43;
9.61;sec;44;
9.56;sec;45;
9.47;sec;46;
9.57;sec;47;
9.52;sec;48;
9.42;sec;49;
9.6;sec;50;
9.4;sec;51;
9.34;sec;52;
9.47;sec;53;
9.47;sec;54;
9.46;sec;55;
9.45;sec;56;
9.39;sec;57;
9.39;sec;58;
9.4;sec;59;
9.44;sec;60;
9.49;sec;61;
9.41;sec;62;
9.38;sec;63;
9.44;sec;64;
9.28;sec;65;
9.38;sec;66;
9.4;sec;67;
9.39;sec;68;
9.36;sec;69;
9.41;sec;70;
9.48;sec;71;
9.45;sec;73;
9.36;sec;74;
9.46;sec;75;
9.36;sec;76;
9.32;sec;77;
9.39;sec;79;
9.33;sec;80;
9.42;sec;81;
9.33;sec;83;
9.36;sec;84;
9.32;sec;85;
9.32;sec;86;
9.39;sec;87;
9.27;sec;89;
9.38;sec;91;
9.33;sec;93;
9.35;sec;94;
9.23;sec;95;
9.25;sec;97;
9.32;sec;99;
9.37;sec;101;
9.28;sec;102;
9.22;sec;103;
9.29;sec;105;
9.39;sec;108;
9.21;sec;109;
9.29;sec;110;
9.4;sec;112;
9.37;sec;113;
9.27;sec;116;
9.3;sec;119;
9.25;sec;120;
9.32;sec;122;
9.3;sec;124;
9.23;sec;125;
9.3;sec;129;
9.25;sec;132;
9.37;sec;133;
9.23;sec;136;
9.29;sec;139;
9.3;sec;140;
9.25;sec;145;
9.28;sec;149;
9.32;sec;151;
9.37;sec;154;
9.35;sec;158;
9.25;sec;159;
9.33;sec;165;
9.3;sec;171;
9.3;sec;173;
9.22;sec;178;
9.26;sec;182;
9.24;sec;185;
9.29;sec;193;
9.32;sec;201;
9.28;sec;204;
9.24;sec;210;
9.29;sec;217;
9.28;sec;220;
9.31;sec;231;
9.24;sec;243;
9.32;sec;247;
9.24;sec;257;
9.39;sec;266;
9.26;sec;272;
9.32;sec;289;
9.32;sec;308;
9.28;sec;315;
9.29;sec;330;
9.28;sec;346;
9.26;sec;355;
9.29;sec;385;
9.35;sec;419;
9.37;sec;433;
9.27;sec;461;
9.21;sec;494;
9.27;sec;513;
9.23;sec;577;
9.27;sec;659;
9.21;sec;692;
9.23;sec;769;
9.28;sec;865;
9.18;sec;922;
