4.53;sec;922;
4.53;sec;865;
4.56;sec;769;
4.55;sec;692;
4.49;sec;659;
4.53;sec;577;
4.49;sec;513;
4.62;sec;494;
4.54;sec;461;
4.51;sec;433;
4.49;sec;419;
4.49;sec;385;
4.5;sec;355;
4.48;sec;346;
4.52;sec;330;
4.58;sec;315;
4.49;sec;308;
4.56;sec;289;
4.56;sec;272;
4.49;sec;266;
4.49;sec;257;
4.52;sec;247;
4.57;sec;243;
4.52;sec;231;
4.51;sec;220;
4.51;sec;217;
4.51;sec;210;
4.53;sec;204;
4.6;sec;201;
4.52;sec;193;
4.53;sec;185;
4.62;sec;182;
4.52;sec;178;
4.53;sec;173;
4.54;sec;171;
4.6;sec;165;
4.58;sec;159;
4.53;sec;158;
4.6;sec;154;
4.54;sec;151;
4.55;sec;149;
4.62;sec;145;
4.55;sec;140;
4.54;sec;139;
4.62;sec;136;
4.57;sec;133;
4.56;sec;132;
4.56;sec;129;
4.63;sec;125;
4.58;sec;124;
4.58;sec;122;
4.6;sec;120;
4.61;sec;119;
4.64;sec;116;
4.6;sec;113;
4.65;sec;112;
4.6;sec;110;
4.59;sec;109;
4.63;sec;108;
4.67;sec;105;
4.62;sec;103;
4.71;sec;102;
4.62;sec;101;
4.7;sec;100;
