4.48;sec;922;
4.5;sec;865;
4.51;sec;769;
4.52;sec;692;
4.52;sec;659;
4.61;sec;577;
4.49;sec;513;
4.47;sec;494;
4.53;sec;461;
4.58;sec;433;
4.5;sec;419;
4.51;sec;385;
4.55;sec;355;
4.51;sec;346;
4.56;sec;330;
4.54;sec;315;
4.49;sec;308;
4.52;sec;289;
4.57;sec;272;
4.55;sec;266;
4.54;sec;257;
4.53;sec;247;
4.54;sec;243;
4.5;sec;231;
4.58;sec;220;
4.58;sec;217;
4.58;sec;210;
4.57;sec;204;
4.5;sec;201;
4.54;sec;193;
4.58;sec;185;
4.52;sec;182;
4.65;sec;178;
4.53;sec;173;
4.52;sec;171;
4.54;sec;165;
4.54;sec;159;
4.59;sec;158;
4.58;sec;154;
4.53;sec;151;
4.61;sec;149;
4.62;sec;145;
4.92;sec;140;
4.63;sec;139;
4.57;sec;136;
4.59;sec;133;
4.59;sec;132;
4.68;sec;129;
4.64;sec;125;
4.58;sec;124;
4.59;sec;122;
4.59;sec;120;
4.69;sec;119;
4.59;sec;116;
4.6;sec;113;
4.63;sec;112;
4.6;sec;110;
4.61;sec;109;
4.59;sec;108;
4.68;sec;105;
4.65;sec;103;
4.62;sec;102;
4.59;sec;101;
4.69;sec;100;
