2.428603172302246094e-02,2.160072326660156250e-04,1.647031307220458984e-01,9.894371032714843750e-05,1.893041133880615234e+02
2.430796623229980469e-02,2.138614654541015625e-04,1.649670600891113281e-01,9.894371032714843750e-05,1.895878314971923828e+02
2.427506446838378906e-02,2.160072326660156250e-04,1.649529933929443359e-01,9.894371032714843750e-05,1.895430088043212891e+02
2.429699897766113281e-02,2.150535583496093750e-04,1.648018360137939453e-01,9.894371032714843750e-05,1.894128322601318359e+02
2.429986000061035156e-02,2.150535583496093750e-04,1.647870540618896484e-01,9.894371032714843750e-05,1.894009113311767578e+02
2.429509162902832031e-02,2.138614654541015625e-04,1.649529933929443359e-01,9.799003601074218750e-05,1.895599365234375000e+02
2.430820465087890625e-02,2.140998840332031250e-04,1.646950244903564453e-01,9.894371032714843750e-05,1.893162727355957031e+02
2.428007125854492188e-02,2.150535583496093750e-04,1.648290157318115234e-01,9.894371032714843750e-05,1.894230842590332031e+02
2.429485321044921875e-02,2.160072326660156250e-04,1.647210121154785156e-01,9.989738464355468750e-05,1.893317699432373047e+02
2.429890632629394531e-02,2.160072326660156250e-04,1.647679805755615234e-01,9.894371032714843750e-05,1.893818378448486328e+02
2.430796623229980469e-02,2.140998840332031250e-04,1.649889945983886719e-01,1.001358032226562500e-04,1.896111965179443359e+02
2.430105209350585938e-02,2.150535583496093750e-04,1.647400856018066406e-01,9.918212890625000000e-05,1.893553733825683594e+02
2.429795265197753906e-02,2.140998840332031250e-04,1.649279594421386719e-01,9.894371032714843750e-05,1.895389556884765625e+02
2.430486679077148438e-02,2.150535583496093750e-04,1.645801067352294922e-01,9.894371032714843750e-05,1.891989707946777344e+02
2.428007125854492188e-02,2.160072326660156250e-04,1.647160053253173828e-01,9.918212890625000000e-05,1.893112659454345703e+02
2.432489395141601562e-02,2.150535583496093750e-04,1.648569107055664062e-01,9.799003601074218750e-05,1.894948482513427734e+02
2.429509162902832031e-02,2.138614654541015625e-04,1.650350093841552734e-01,9.989738464355468750e-05,1.896438598632812500e+02
2.431511878967285156e-02,2.150535583496093750e-04,1.647720336914062500e-01,9.894371032714843750e-05,1.894011497497558594e+02
2.430105209350585938e-02,2.150535583496093750e-04,1.646628379821777344e-01,9.989738464355468750e-05,1.892788410186767578e+02
2.431297302246093750e-02,2.160072326660156250e-04,1.647961139678955078e-01,9.894371032714843750e-05,1.894240379333496094e+02
2.429890632629394531e-02,2.160072326660156250e-04,1.645739078521728516e-01,9.989738464355468750e-05,1.891887187957763672e+02
2.428817749023437500e-02,2.150535583496093750e-04,1.650149822235107422e-01,9.989738464355468750e-05,1.896181106567382812e+02
2.427506446838378906e-02,2.169609069824218750e-04,1.647691726684570312e-01,9.799003601074218750e-05,1.893591880798339844e+02
