1.000678081512451172e+02,1.659393310546875000e-04,4.130697250366210938e-02,1.010894775390625000e-04
9.862771582603454590e+01,1.630783081054687500e-04,4.133105278015136719e-02,9.989738464355468750e-05
9.816981005668640137e+01,1.659393310546875000e-04,4.128408432006835938e-02,9.799003601074218750e-05
9.828138780593872070e+01,1.800060272216796875e-04,4.133009910583496094e-02,9.799003601074218750e-05
9.816532182693481445e+01,1.640319824218750000e-04,4.128813743591308594e-02,9.608268737792968750e-05
9.821132016181945801e+01,1.659393310546875000e-04,4.129695892333984375e-02,9.679794311523437500e-05
9.817035102844238281e+01,1.630783081054687500e-04,4.131293296813964844e-02,9.608268737792968750e-05
9.826449084281921387e+01,1.640319824218750000e-04,4.127502441406250000e-02,9.703636169433593750e-05
9.829515099525451660e+01,1.678466796875000000e-04,4.128813743591308594e-02,9.703636169433593750e-05
9.829426503181457520e+01,1.649856567382812500e-04,4.132485389709472656e-02,9.608268737792968750e-05
9.828327798843383789e+01,1.649856567382812500e-04,4.127502441406250000e-02,9.703636169433593750e-05
9.817078495025634766e+01,1.668930053710937500e-04,4.136395454406738281e-02,9.584426879882812500e-05
9.862265801429748535e+01,1.640319824218750000e-04,4.135489463806152344e-02,9.584426879882812500e-05
9.824969291687011719e+01,1.659393310546875000e-04,4.131793975830078125e-02,9.679794311523437500e-05
9.815105009078979492e+01,1.640319824218750000e-04,4.133510589599609375e-02,9.799003601074218750e-05
9.824017405509948730e+01,1.649856567382812500e-04,4.126000404357910156e-02,9.894371032714843750e-05
9.824032998085021973e+01,1.671314239501953125e-04,4.131102561950683594e-02,9.894371032714843750e-05
9.817880797386169434e+01,1.668930053710937500e-04,4.132318496704101562e-02,9.703636169433593750e-05
9.829000496864318848e+01,1.678466796875000000e-04,4.130601882934570312e-02,9.989738464355468750e-05
9.824142122268676758e+01,1.652240753173828125e-04,4.135203361511230469e-02,9.489059448242187500e-05
9.811864089965820312e+01,1.661777496337890625e-04,4.130601882934570312e-02,9.703636169433593750e-05
9.829288792610168457e+01,1.661777496337890625e-04,4.128909111022949219e-02,9.894371032714843750e-05
9.824672198295593262e+01,1.659393310546875000e-04,4.126691818237304688e-02,9.703636169433593750e-05
9.827554297447204590e+01,1.649856567382812500e-04,4.131507873535156250e-02,9.894371032714843750e-05
9.825378680229187012e+01,1.640319824218750000e-04,4.131102561950683594e-02,9.608268737792968750e-05
9.828461217880249023e+01,1.659393310546875000e-04,4.130101203918457031e-02,1.001358032226562500e-04
9.828915715217590332e+01,1.649856567382812500e-04,4.130482673645019531e-02,9.894371032714843750e-05
9.828204703330993652e+01,1.800060272216796875e-04,4.128003120422363281e-02,9.799003601074218750e-05
9.828277611732482910e+01,1.640319824218750000e-04,4.131507873535156250e-02,9.703636169433593750e-05
9.822066497802734375e+01,1.680850982666015625e-04,4.129099845886230469e-02,9.989738464355468750e-05
9.864607095718383789e+01,1.668930053710937500e-04,4.130506515502929688e-02,9.512901306152343750e-05
9.819142198562622070e+01,1.661777496337890625e-04,4.133319854736328125e-02,9.703636169433593750e-05
9.832532286643981934e+01,1.661777496337890625e-04,4.124999046325683594e-02,1.380443572998046875e-04
9.815015697479248047e+01,1.661777496337890625e-04,4.128313064575195312e-02,9.489059448242187500e-05
9.828199911117553711e+01,1.649856567382812500e-04,4.127120971679687500e-02,9.703636169433593750e-05
9.828706121444702148e+01,1.668930053710937500e-04,4.130601882934570312e-02,1.001358032226562500e-04
9.829186511039733887e+01,1.659393310546875000e-04,4.128193855285644531e-02,9.703636169433593750e-05
9.816520404815673828e+01,1.630783081054687500e-04,4.127097129821777344e-02,9.489059448242187500e-05
9.818545699119567871e+01,1.659393310546875000e-04,4.126882553100585938e-02,9.799003601074218750e-05
9.824546909332275391e+01,1.628398895263671875e-04,4.128503799438476562e-02,9.703636169433593750e-05
9.864013195037841797e+01,1.628398895263671875e-04,4.131007194519042969e-02,9.799003601074218750e-05
9.890401291847229004e+01,1.661777496337890625e-04,4.137516021728515625e-02,1.008510589599609375e-04
9.858202600479125977e+01,1.637935638427734375e-04,4.136419296264648438e-02,9.894371032714843750e-05
9.881951403617858887e+01,1.668930053710937500e-04,4.138588905334472656e-02,1.001358032226562500e-04
9.854680013656616211e+01,1.649856567382812500e-04,4.130601882934570312e-02,9.894371032714843750e-05
9.812682509422302246e+01,1.649856567382812500e-04,4.136800765991210938e-02,9.703636169433593750e-05
9.829485106468200684e+01,1.649856567382812500e-04,4.133105278015136719e-02,1.010894775390625000e-04
9.828444695472717285e+01,1.640319824218750000e-04,4.129290580749511719e-02,9.799003601074218750e-05
9.824543809890747070e+01,1.649856567382812500e-04,4.128909111022949219e-02,9.799003601074218750e-05
9.826892900466918945e+01,1.659393310546875000e-04,4.126811027526855469e-02,9.799003601074218750e-05
9.832504916191101074e+01,1.649856567382812500e-04,4.125595092773437500e-02,9.703636169433593750e-05
9.818743300437927246e+01,1.661777496337890625e-04,4.130983352661132812e-02,9.989738464355468750e-05
9.824553394317626953e+01,1.661777496337890625e-04,4.133200645446777344e-02,9.584426879882812500e-05
9.824654603004455566e+01,1.640319824218750000e-04,4.133296012878417969e-02,9.989738464355468750e-05
9.829130387306213379e+01,1.640319824218750000e-04,4.135608673095703125e-02,9.799003601074218750e-05
9.829621005058288574e+01,1.659393310546875000e-04,4.132485389709472656e-02,9.608268737792968750e-05
9.828948783874511719e+01,1.680850982666015625e-04,4.133892059326171875e-02,9.799003601074218750e-05
9.828092503547668457e+01,1.649856567382812500e-04,4.130887985229492188e-02,9.703636169433593750e-05
9.824379491806030273e+01,1.661777496337890625e-04,4.130387306213378906e-02,1.001358032226562500e-04
9.828709316253662109e+01,1.668930053710937500e-04,4.135704040527343750e-02,9.679794311523437500e-05
9.812449908256530762e+01,1.628398895263671875e-04,4.128313064575195312e-02,9.799003601074218750e-05
9.817390894889831543e+01,1.628398895263671875e-04,4.127120971679687500e-02,1.010894775390625000e-04
9.829954886436462402e+01,1.640319824218750000e-04,4.129314422607421875e-02,9.799003601074218750e-05
9.830117702484130859e+01,1.652240753173828125e-04,4.134392738342285156e-02,9.703636169433593750e-05
9.812944412231445312e+01,1.640319824218750000e-04,4.137301445007324219e-02,9.894371032714843750e-05
9.825861310958862305e+01,1.630783081054687500e-04,4.136896133422851562e-02,9.584426879882812500e-05
9.828463602066040039e+01,1.680850982666015625e-04,4.132199287414550781e-02,9.799003601074218750e-05
9.816922402381896973e+01,1.661777496337890625e-04,4.131412506103515625e-02,9.703636169433593750e-05
9.825676393508911133e+01,1.649856567382812500e-04,4.128193855285644531e-02,9.894371032714843750e-05
9.830478000640869141e+01,1.668930053710937500e-04,4.131603240966796875e-02,9.584426879882812500e-05
9.828377699851989746e+01,1.649856567382812500e-04,4.135107994079589844e-02,9.608268737792968750e-05
9.818828201293945312e+01,1.628398895263671875e-04,4.137611389160156250e-02,9.894371032714843750e-05
9.865252017974853516e+01,1.637935638427734375e-04,4.139900207519531250e-02,9.894371032714843750e-05
9.864180898666381836e+01,1.659393310546875000e-04,4.131793975830078125e-02,9.799003601074218750e-05
9.813134312629699707e+01,1.630783081054687500e-04,4.132699966430664062e-02,9.703636169433593750e-05
9.828654694557189941e+01,1.649856567382812500e-04,4.131102561950683594e-02,9.703636169433593750e-05
9.831319284439086914e+01,1.640319824218750000e-04,4.130601882934570312e-02,9.799003601074218750e-05
9.832145714759826660e+01,1.668930053710937500e-04,4.132914543151855469e-02,9.894371032714843750e-05
9.833056998252868652e+01,1.709461212158203125e-04,4.128503799438476562e-02,1.001358032226562500e-04
9.820677304267883301e+01,1.659393310546875000e-04,4.130411148071289062e-02,9.989738464355468750e-05
9.872070288658142090e+01,1.649856567382812500e-04,4.128313064575195312e-02,9.894371032714843750e-05
9.832432603836059570e+01,1.668930053710937500e-04,4.132199287414550781e-02,1.020431518554687500e-04
9.825890612602233887e+01,1.649856567382812500e-04,4.132199287414550781e-02,9.608268737792968750e-05
9.817280817031860352e+01,1.788139343261718750e-04,4.142713546752929688e-02,9.584426879882812500e-05
9.835057401657104492e+01,1.637935638427734375e-04,4.131722450256347656e-02,9.918212890625000000e-05
9.813743400573730469e+01,1.649856567382812500e-04,4.158806800842285156e-02,9.894371032714843750e-05
9.862288498878479004e+01,1.649856567382812500e-04,4.154610633850097656e-02,1.001358032226562500e-04
9.861142015457153320e+01,1.659393310546875000e-04,4.136991500854492188e-02,1.552104949951171875e-04
9.831026911735534668e+01,1.640319824218750000e-04,4.148387908935546875e-02,9.894371032714843750e-05
9.816694211959838867e+01,1.659393310546875000e-04,4.148006439208984375e-02,9.894371032714843750e-05
9.830135607719421387e+01,1.659393310546875000e-04,4.145097732543945312e-02,9.989738464355468750e-05
9.825450205802917480e+01,1.668930053710937500e-04,4.142498970031738281e-02,1.029968261718750000e-04
9.830488896369934082e+01,1.659393310546875000e-04,4.138588905334472656e-02,9.799003601074218750e-05
9.817840385437011719e+01,1.649856567382812500e-04,4.141306877136230469e-02,9.608268737792968750e-05
9.831032896041870117e+01,1.649856567382812500e-04,4.139494895935058594e-02,9.989738464355468750e-05
9.815527486801147461e+01,1.688003540039062500e-04,4.142713546752929688e-02,9.894371032714843750e-05
9.830633807182312012e+01,1.659393310546875000e-04,4.142904281616210938e-02,9.703636169433593750e-05
9.830015087127685547e+01,1.671314239501953125e-04,4.148697853088378906e-02,9.608268737792968750e-05
9.830438590049743652e+01,1.649856567382812500e-04,4.141402244567871094e-02,9.894371032714843750e-05
9.827920007705688477e+01,1.659393310546875000e-04,4.142212867736816406e-02,9.799003601074218750e-05
