5.41;sec;100;
5.11;sec;99;
4.84;sec;98;
5.16;sec;97;
5.66;sec;96;
5.5;sec;95;
5.17;sec;94;
4.96;sec;93;
4.49;sec;92;
4.87;sec;91;
4.84;sec;90;
5.21;sec;89;
5.05;sec;88;
7.65;sec;87;
7.04;sec;86;
7.91;sec;85;
7.92;sec;84;
7.61;sec;83;
6.54;sec;82;
5.61;sec;81;
5.27;sec;80;
5.24;sec;79;
5.64;sec;78;
5.02;sec;77;
4.79;sec;76;
5.94;sec;75;
5.9;sec;74;
6.6;sec;73;
5.95;sec;72;
5.58;sec;71;
5.6;sec;70;
5.32;sec;69;
5.79;sec;68;
5.59;sec;67;
5.34;sec;66;
5.62;sec;65;
5.94;sec;64;
5.97;sec;63;
5.69;sec;62;
5.61;sec;61;
5.63;sec;60;
5.65;sec;59;
5.64;sec;58;
5.68;sec;57;
5.98;sec;56;
6.01;sec;55;
5.99;sec;54;
6.01;sec;53;
5.71;sec;52;
5.72;sec;51;
5.41;sec;50;
4.78;sec;49;
5.03;sec;48;
5.74;sec;47;
5.79;sec;46;
5.2;sec;45;
5.28;sec;44;
5.43;sec;43;
5.22;sec;42;
5.47;sec;41;
5.85;sec;40;
5.13;sec;39;
5.14;sec;38;
6.19;sec;37;
5.61;sec;36;
5.89;sec;35;
5.87;sec;34;
4.9;sec;33;
4.98;sec;32;
4.97;sec;31;
5.1;sec;30;
5.1;sec;29;
5.05;sec;28;
5.1;sec;27;
5.18;sec;26;
5.18;sec;25;
5.96;sec;24;
7.88;sec;23;
6.4;sec;22;
6.95;sec;21;
7.39;sec;20;
8.06;sec;19;
8.3;sec;18;
7.57;sec;17;
9.18;sec;16;
9.56;sec;15;
7.63;sec;14;
10.9;sec;13;
8.97;sec;12;
12.5;sec;11;
10.3;sec;10;
12.7;sec;9;
13.8;sec;8;
17.8;sec;7;
21.7;sec;6;
27.2;sec;5;
49.9;sec;4;
68;sec;3;
151;sec;2;
