394;sec;1;
102;sec;2;
45.7;sec;3;
27.4;sec;4;
18.6;sec;5;
14.2;sec;6;
11.4;sec;7;
9.49;sec;8;
8.28;sec;9;
7.29;sec;10;
6.67;sec;11;
6;sec;12;
5.62;sec;13;
5.38;sec;14;
5.06;sec;15;
4.85;sec;16;
4.68;sec;17;
4.62;sec;18;
4.49;sec;19;
4.37;sec;20;
4.25;sec;21;
4.24;sec;22;
4.13;sec;23;
4.02;sec;24;
3.99;sec;25;
3.9;sec;26;
3.95;sec;27;
3.86;sec;28;
3.91;sec;29;
3.86;sec;30;
3.78;sec;31;
3.69;sec;32;
3.76;sec;33;
3.74;sec;34;
3.75;sec;35;
3.73;sec;36;
3.66;sec;37;
3.65;sec;38;
3.63;sec;39;
3.57;sec;40;
3.62;sec;41;
3.59;sec;42;
3.61;sec;43;
3.57;sec;44;
3.62;sec;45;
3.51;sec;46;
3.59;sec;47;
3.56;sec;48;
3.54;sec;49;
3.55;sec;50;
3.56;sec;51;
3.55;sec;52;
3.46;sec;53;
3.46;sec;54;
3.47;sec;55;
3.53;sec;56;
3.5;sec;57;
3.49;sec;58;
3.51;sec;59;
3.53;sec;60;
3.46;sec;61;
3.46;sec;62;
3.5;sec;63;
3.48;sec;64;
3.53;sec;65;
3.48;sec;66;
3.47;sec;67;
3.48;sec;68;
3.46;sec;69;
3.48;sec;70;
3.47;sec;71;
3.45;sec;72;
3.49;sec;73;
3.5;sec;74;
3.44;sec;75;
3.45;sec;76;
3.46;sec;77;
3.42;sec;79;
3.44;sec;81;
3.46;sec;82;
3.38;sec;84;
3.49;sec;86;
3.38;sec;87;
3.47;sec;89;
3.45;sec;91;
3.46;sec;94;
3.42;sec;96;
3.46;sec;97;
3.42;sec;98;
3.43;sec;101;
3.43;sec;103;
3.39;sec;104;
3.36;sec;106;
3.42;sec;108;
3.35;sec;109;
3.44;sec;112;
3.4;sec;115;
3.47;sec;116;
3.43;sec;118;
3.47;sec;121;
3.41;sec;122;
3.41;sec;126;
3.45;sec;130;
3.48;sec;131;
3.39;sec;134;
3.38;sec;137;
3.36;sec;138;
3.37;sec;143;
3.39;sec;149;
3.43;sec;151;
3.4;sec;154;
3.4;sec;158;
3.34;sec;161;
3.42;sec;167;
3.39;sec;174;
3.36;sec;177;
3.4;sec;182;
3.39;sec;188;
3.39;sec;191;
3.42;sec;201;
3.36;sec;211;
3.42;sec;215;
3.39;sec;223;
3.45;sec;231;
3.36;sec;236;
3.42;sec;251;
3.45;sec;267;
3.48;sec;273;
3.41;sec;286;
3.4;sec;301;
3.4;sec;308;
3.33;sec;334;
3.31;sec;364;
3.4;sec;376;
3.41;sec;401;
3.33;sec;429;
3.43;sec;445;
3.38;sec;501;
3.42;sec;572;
3.4;sec;601;
3.4;sec;667;
3.31;sec;751;
3.33;sec;801;
