[0.6795482519568617, 0.7644077919991824, [1, 2, 3, 4, 5, 6, 7]]
[0.6816066492525807, 0.7636680760221448, [1, 2, 3, 4, 5, 6, 8]]
[0.683364103110637, 0.7702622705157371, [1, 2, 3, 4, 5, 6, 9]]
[0.6858090891994459, 0.764740361350005, [1, 2, 3, 4, 5, 6, 10]]
[0.6743489122251869, 0.7696071317308575, [1, 2, 3, 4, 5, 6, 11]]
[0.673056369821891, 0.7687018719363512, [1, 2, 3, 4, 5, 6, 12]]
[0.6736969095331604, 0.773775617939368, [1, 2, 3, 4, 5, 6, 13]]
[0.6910244517593856, 0.7595249987900651, [1, 2, 3, 4, 5, 6, 14]]
[0.6754355366602093, 0.7610479798233075, [1, 2, 3, 4, 5, 6, 15]]
[0.6786822390885666, 0.7547243543180274, [1, 2, 3, 4, 5, 6, 16]]
[0.6739406078878305, 0.7678176338704117, [1, 2, 3, 4, 5, 6, 17]]
[0.6798062583663207, 0.7579959394358773, [1, 2, 3, 4, 5, 6, 18]]
[0.6866839891373371, 0.7757335932802456, [1, 2, 3, 4, 5, 6, 19]]
[0.6762520360298102, 0.7650666452888714, [1, 2, 3, 4, 5, 6, 20]]
[0.6728592162508933, 0.7499979266062498, [1, 2, 3, 4, 5, 6, 21]]
[0.6893984769817716, 0.7642278966446023, [1, 2, 3, 4, 5, 6, 22]]
[0.6549667568136917, 0.7617365398896054, [1, 2, 3, 4, 5, 6, 23]]
[0.6571705032901242, 0.7481042219846016, [1, 2, 3, 4, 5, 6, 24]]
[0.6827681933901204, 0.7572318066098802, [1, 2, 3, 4, 5, 7, 8]]
[0.6813496322146827, 0.7564525655875153, [1, 2, 3, 4, 5, 7, 9]]
[0.6904379281578465, 0.7772543795344617, [1, 2, 3, 4, 5, 7, 10]]
[0.6879577468481627, 0.7687455498551347, [1, 2, 3, 4, 5, 7, 11]]
[0.6708845714023396, 0.7559286154108472, [1, 2, 3, 4, 5, 7, 12]]
[0.6838058489980969, 0.7605897553975081, [1, 2, 3, 4, 5, 7, 13]]
[0.6904797309152657, 0.7758938954583612, [1, 2, 3, 4, 5, 7, 14]]
